"id","nama_obat","khasiat","efek_samping","deskripsi","foto_obat"
"40","Bidara Upas","Batuk, Kanker, Radang Paru, Radang Usus Buntu, Typhus, Sembelit, Muntah Darah, dan Kencing Manis.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek umbi maupun efek samping dari konsumsi umb bidara upas. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tumbuhan merambat dan memanjat, batang berukuran kecil, panjangnya sekitar 3-6 m, bila dipegang agak licin dan berwarna merah keunguan. Daunnya tunggal membentuk jantung dengan panjang 5-12 cm dan lebar 4-15 cm, berwarna hijau tua dengan pertulangan daun menyirip. Bunga berbentuk payung menggarpu seperti terompet atau lonceng, berwarna putih keunguan. Tumbuhan ini memiliki akar yang menggembung membentuk umbi yang bulat memanjang. Kulit umbi berwarna kuning kecokelatan, tebal, dan bergetah. Umbi berwarna putih, tetapi bila kering akan berubah cokelat.

","https://storage.googleapis.com/herbitionalbucket/foto_obat/bidara-upas.png"
"41","Biduri","Demam, Perut Terasa Penuh, Kaki Pegal dan Lemas, Gigitan Ular Beracun, Kudis, Luka, Borok, Sariawan, gatal Pada Cacar Air, Bisul, Eksim, Sakit Gigi, dan Mencabut Duri.","Pada umumnya semua tanaman golongan Calotropis tidak aman, terutama jika dikonsumsi dalam dosis tinggi karena mengandung bahan kimia yang dapat mengganggu fungsi jantung.

Selain itu, dapat menyebabkan efek samping yang serius termasuk muntah, diare, detak jantung lambat, kejang, dan bahkan kematian. Oleh karena itu, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu mencapai tinggi 2 m. Batang silindris, berwarna putih kotor, dengan permukaan halus. Daun tunggal, tidak bertangkai, tersusun berhadapan, warna hijau keputih-putihan, panjang 8-20 cm, lebar 4-15 cm, helaian daun tebal, berbentuk bulat telur, ujung tumpul, pangkal berlekuk, tepi rata, permukaan","https://storage.googleapis.com/herbitionalbucket/foto_obat/biduri.jpg"
"42","Binahong","Radang Usus, Melancarkan dan Menormalkan Peredaran Darah Serta Tekanan Darah, Mencegah Stroke, Asam Urat, Maag, Menambah Vitalitas Tubuh, dan Mengatasi Diabetes.","Jangan gunakan binahong dengan stimulan lainnya, seperti kafein. Hal ini dapat meningkatkan kemungkinan memilika efek samping, termasuk mengancam jiwa Sumber kafein termasuk kopi dan teh Bagi ibu hamil dan menyusui daun binahong tidak aman maka jangan gunakan. Selain itu, binahong juga dapat menyebabkan nyen dada (angına) lebih buruk karena merangsang hati. Oleh karena itu, pendenta masalah angina sebaiknyato mengansumsinya.","Tumbuhan menjalar yang panjangnya mencapai 5 m. Daunnya tunggal, berwarna hijau, bertangkai pendek (subsessile), susunannya berseling, berbentuk jantung (cordata) dengan perbandingan panjang dan lebar a: 1. Helaian daun tipis meruncing dan memiliki pangkal berlekuk (emerginatus). Batangnya lunak dan silindris, saling membelit dengan permukaan halus berwarna kemerahan. Bunganya majemuk rimpang, bertangkai panjang, muncul di ketiak daun dengan warná mahkota krem keputihan berjumlah lima helai. Bunganya harum. Akar rimpang dan dipegang terasa lunak. Akar bisa diperbanyak secara vegetatif maupun generatif.","https://storage.googleapis.com/herbitionalbucket/foto_obat/binahong-daun.jpg"
"43","Bintaro","Pencahar, Gatal-gatal, Rematik, dan Pilek.","Semua bagian tanaman ini beracun, yakni mengandung cerberin, kardiak glikosida, suatu zat yang dapat menghambat detak jantung dalam tubuh. Sebaiknya jangan menggunakan kayu ini untuk menyalakan api karena asapnya dapat menyebabkan keracunan.","Semak atau pohon, tinggi mencapai 25 m dan diameter batang 70 cm. Daun bulat telur sungsang sampai elips, berukuran 5-31 cm x1-7 cm, pangkal daun membaji, ujung melancip atau membundar, 15-40 pasang tulang daun sekunder. Perbungaan terdiri atas sedikit sampai banyak bunga, mahkota lima helai, putih bersih dengan bagian pusat berwarna jingga hingga merah, sedangkan kelopak bunga berwarna putih kehijauan, jaraknya agak jauh dari mahkota. Buah berbentuk bulat, hijau hingga hijau kemerahan, mengilap dan berdaging, berdiameter 6-8 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bintaro.jpg"
"44","Blustru","Pelur Dahak, Penghenti Perdarahan, Peluruh Kencing, Perangsang Muntah, Pencahar, Pemberantas Cacing Perut, Peluruh Haid, Merangsang Pengeluaran ASI, dan Melancarkan Sirkulasi Darah.","Ibu hamil dan seseorang dengan fungsi limpa yang lemah dilarang meminum rebusan herba blustru. Daging buahnya jika dimasak sebagai sayuran dapat menghalau panas dalam","Tumbuhan memanjat dengan panjang batang dapat mencapai 10 m, memanjat dengan sulur-sulur (alat pembelit) yang keluar dari ketiak daun. Daun tunggal, letaknya berseling, berbentuk bulat telur melebar, berlekuk menjadi 5-7 buah. Bunga berkelamin tunggal, terdapat dalam satu pohon, bermahkota kuning Buah tergantung atau tergeletak di atas tanah, bentuknya silindris atau bulat memanjang, panjang 10-50 cm, jika sudah tua berwarna cokelat. Bijinya gepeng dengan tepi berbentuk sayap, licin, berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/Blustru.jpg"
"45","Brojo Lintang","Asma, Batuk, Bau Nafas, Radang Amandel dan Kerongkongan, dan Pegal Linu.","Tidak dianjurkan untuk ibu hamil karena tumbuhan ini juga mengandung racun terutama pada bagian buahnya.","Herba tegak dengan akar rimpang yang merayap. Tinggi pohon bisa mencapai im Daun dengan pangkal membelah berbentuk pelepah tinggi, tersusun seperti kipas, dan berwarna hijau kebiruan. Batang bercabang dan bunga terdapat di ujung batang berwarna kuning hingga merah kekuning-kuningan dengan noktah-noktah merah marun atau ungu Buah hitam mengilap.","https://storage.googleapis.com/herbitionalbucket/foto_obat/brojo-lintang.jpg"
"46","Brotowali","Rematik, Demam, Nafsu Makan, dan Jencing Manis.","Tanaman ini diketahui punya efek menurunkan kadar gula darah. Oleh karena itu, sebelum mengonsumsi ramuan obat brotowali harus dikonsultasikan terlebih dahulu dengan dokter atau ahli herbalis sehingga tidak salah dalam penerapannya. Bila konsumsi berlebihan bisa mengakibatkan gejala hipoglikemia.

","Tanaman merambat berkayu dengan tinggi batang mencapai 15 m Batang sebesar jari kelingking, berbintil-bintil rapat, dan rasanya pahit. Daun tunggal, bentuknya seperti jantung atau agak bundar telur, ujung daun lancip, panjang 7-14 cm dan lebar 5-12 cm Bunga kecil, berwarna hijau muda, berbentuk tandan semu Biasanya bunga muncul ketika tanaman tidak berdaun.","https://storage.googleapis.com/herbitionalbucket/foto_obat/brotowali.jpg"
"47","Buah Congkok","Demam, Nafsu Makan, dan Pelancar Kencing.","Hasil penelitian menyebutkan bahwa buah tanaman yang dikonsumsi dengan dosis berlebihan dapat menyebabkan gangguan liver dan ginjal. Sebaiknya konsultasikan dengan dokter atau herbalis terlebih dahulu sebelum mengonsumsi obat dari buah congkok ini.","Herba dengan rimpang tebal. Daun biasanya bertangkai, menggaris sampai mendekati ellips. Perbungaan tandan, kadang seperti kepala, dengan sedikit atau banyak bunga berwarna kuning, kelopak bersatu dalam tabung pendek atau memanjang, Buah beri berdaging, berbiji sedikit. Biji berwarna hitam, agak membulat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/buah-congkok.jpg"
"48","Buah Makasar","Disentr Amoba, Mencret, Malaria, dan Bengkak.","Belum ditemukan literatur yang menyebutkan adanya efek samping dari konsumsi tanaman B. javanica. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.
1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.
2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu tegak, tinggi hingga 10 m dengan rambut halus dan ikal. Daun tersusun spiral; bersirip ganjil; anak daun 3–15; berhadapan dengan tangkai yang pende bundar telur lonjong hingga bunda telur melanset, tulang daun sekunder tidak bercabang dan berakhir di kelenjar daun Perbungaan di ketiak daun, berbulu, menggarpu kecil. Bunga kecil, putih kehijauan sampai merah kehijauan atau ungu. Buah terdiri atas 1-4 anak buah batu yang berdaging, warna hitam keunguan ketika kering. Biji bulat telur dengan kulit biji yang tipis.","https://storage.googleapis.com/herbitionalbucket/foto_obat/buah-makasar-1.jpg"
"49","Buah Nona","Cacingan, Kanker, Gagal Ginjal, Demam, dan Bisul.","Buah nona tidak beracun meskipun batang dan getahnya berpotensi racun jika dikonsumsi oleh hewan. Tetap periu kehati-hatian dalam penggunaan buan untuk pengobatan.","Pohon tingginya 3-7 m, bercabang rendah, batang silindris, banyak terdapat lentisel mirip kutil. Daun memanjang sampai bentuk lanset bertangkai pendek pangkal daun meruncing Bunga harum, muncul di ketiak daun, bertangkai pendek, bunga bagian luar berwarna hijau kekuningan, sedangkan bagian dalam putih kehijauan atau putih kekuningan Buah bulat atau berbentuk jantung, kulit buah cokelat kemerahan atau kuning tua daging buah berair, lunak, berwarna putih keabuan atau putih krem, rasa manis. Biji berwarna cokelat kehitaman, mengilap","https://storage.googleapis.com/herbitionalbucket/foto_obat/buah-nona-2.jpg"
"50","Bugenvil","Hepatitis, Bisul, dan Keputihan.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi bunga dan batang kembang kertas. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi dengan memakan atau meminum melalui mulut.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu menjalar dan memanjat, bisa mencapai 15 m. Batang berbulu halus dan mempunyai duri berbentuk kait untuk memanjat. Daun berwarna hijau tua, berbentuk lonjong, ujung runcng, pangkal membulat, dan tepinya rata agak bergelombang. Selain itu memiliki daun penumpu yang berwarna-warni yang seolah terlihat seperti bunga. Bunga yang sebenarnya berwarna putih pucat, berukuran kecil, bertabung, dan benang sarinya berwarna kuning pucat. Bunga tersusun dalam rangkaian tiga bunga yang berbentuk payung disertai serangkaian daun penumpu bunga.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bugenvil.jpg"
"51","Bun Peron","Gangguan Saluran Kencing, Sakit Kepala, dan Luka.","Meskipun tanaman ini tidak beracun, namun pada beberapa kasus dapat menimbulkan reaksi alergi bagi penderita yang sensitif. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi denge herbalis atau dokter.","Tumbuhan merambat berkayu dengan banyak sulur, dapat mencapai panjang 3 m. Daun terbagi dua masing-masing bercangap tiga. Bunga kecil-kecil hampir tidak terlihat, berwarna putih. Buah kapsul berwarna cokelat, berkulit tipis, berdiameter hingga 1 cm. Terdapat tiga biji hitam yang berbentuk jantung.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bun-peron.jpg"
"52","Bunga Knop","Asma, Luka Terpukul, dan Koreng.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi bunga knop. Namun, sebaiknya beberap: hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengkonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba dengan tinggi dapat mencapai 1m, berbatang tegak, berwarna hijau kemerahan, berambut, dan bagian ruas percabangannya menggembung. Daun duduk berhadapan, berbentuk bulat telur sungsang sampai memanjang, panjang 5—10 cm, lebar 2—5 cm, dan jungnya meruncing: daun berwarna hijau: mempunyai rambut putih kasar di bagian atas dan halus di bagian bawah. Bunga bonggol muncul di ketiak daun dan ujung-ujung batang dengan tangkai yang agak panjang, warna merah tua keungu-unguan seperti bola, dengan putik dan benang sari kecil berwarna kuning. Biji berbentuk bulat, kecil dan berwarna cokelat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bunga-knop.jpg"
"53","Bunga Matahari","Rematik, Disentri, dan Infeksi Saluran Kencing.","Wanita hamil tidak dianjurkan mengonsumsi rebusan bunga matahari.","Semusim, tinggi 1-3 m, dan berambut kasar. Berbatang basah tegak, daun tunggal berbentuk jantung dengan tulang daun menjari tiga. Bunga besar berwarna kuning pada bagian tepi, sedangkan bunga tengahnya yang berbentuk tabung berwarna cokelat. Buah kering berdinding agak keras dan tidak terlalu tebal ini sering disangka ‘biji’ bunga matahari karena memang tidak dapat dibedakan dengan mudah. Biji yang sesungguhnya terletak di dalam, terlindung oleh buah yang serupa tempurung.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bunga-matahari-apotekhidup.jpg"
"54","Bunga Pagoda","Wasir, Bisul, dan Susah Tidur.","Belum ditemukan literatur yang menyebutkan adanya kontraindikası maupun efek samping dari konsumsi bagian tanaman dari bunga pagoda Sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan

1. Bagi yang sedang hamil dan menyus jangan mengonsumsi bunga pagoda.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.

","Perdu meranggas dengan tinggi 1-3 m. Batangnya dipenuhi rambut halus. Daun tunggal, bertangkai, letak berhadapan. Helaian daun berbentuk bulat telur melebar, pangkal daun berbentuk jantung, daun tua bercangap menjari, panjangnya dapat mencapai 30 cm. Bunga majemuk berwarna merah, terdiri atas bunga kecil-kecil yang berkumpul membentuk piramid, keluar dari ujung tangkai. Buahnya berbentuk bulat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bunga-pagoda.jpg"
"55","Bunga Pukul Empat","Radang Amandel, Bisul, Jerawat, dan untuk Meningkatkan Vitalitas Seksual.","Untuk merebusnya tidak diperbolehkan menggunakan bahan dari besi ( panci, sendok, dan lainnya) . Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek dari konsumsi bagian tanaman samping bunga pukul empat. Namun sebaiknya beberapa hal ini perlu diperhatikan UE sebagai sikap kewaspadaan.

1. Wanita hamil dilarang menggunakan ramuan dari herbal ini karena bisa berpengaruh buruk terhadap perkembangan janin.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk semak dengan tinggi 50-80 cm. Batang tegak, bulat, permukan licin, pada buku tumbuh daun dan cabang. Daun tunggal, segitiga, panjang 5-8 cm dan lebar 5-10 cm, ujung meruncing, pangkal tumpul, tepi rata, pertulangan menyirip, berwarna hijau keputih-putihan. Bunga berbentuk terompet, di ujung batang, mahkota 5 cm, diameter 1-1,5 cm. Daun pelindung bagian bawah menjadi satu, segitiga, ujung bertaju lima, berwarna kuning. Buah kecil, keras, permukaan berkerut, diameter 2 5 mm, bagian dalam putih dan lunak, berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bunga-pukul-empat2.jpg"
"56","Bunga Tahi Kotok","Radang Kulit, Batuk, Sakit Gigi, Gondongan, dan Pembengkakan Payudara.","Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi dari konsumsi tanaman ini. Berhati-hati dan jangan berlebihan dalam penggunaannya.","Herba tegak dengan tinggi mencapai a m Batang bulat, hijau kecokelatan dengan permukaan agak kasar. Daun majemuk bertangkai, anak daun saling berhadapan. Permukaan atas dan bawah daun berbulu halus dan rapat. Bunga bonggol di ujung, bertangkai pendek, berwarna kuning atau orange.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bunga-tahi-kotok.jpg"
"57","Bungo Dara","Kurap, Kudis, dan Penyakit Kulit Lainnya.","Belum diketahui informasi efek negatif dari penggunaan obat ini, tetapi menimbulkan bau yang kurang sedap saat diremas atau digerus daunnya.","Tanaman perdu yang tingginya mencapai 2m dengan batang bulat hijau. Daun tunggal berbentuk elips atau lonjong, pangkal dan ujung tumpul, permukaan atas berwarna hijau tua dan bagian bawahnya berwarna hijau muda dengan tekstur agak berserabut Bunga kecil berbentuk seperti burung terbang berwarna putih. Buah kapsul berbentuk silinder panjang, berwarna cokelat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/bungo-dara.jpg"
"58","Burahol","Mencegah Bau Badan dan Nafas, Membersihkan Darah, Serta Menguatkan Paru-paru, Hati, dan .","Belum ditemukan literatur dampak negatif konsumsi buah dan daun kepel. Meskipun demikian, tetap hati-hati dalam konsumsinya terutama bagi wanita hamil dan menyusui.","Pohon, tingginya dapat mencapai 20 m, dan diameter batang 40 cm. Batang berkulit cokelat sampai kehitaman, dipenuhi sejumlah akar umbi. Daun berbentuk elips hingga bulat telur melanset, panjang 12-27 cm, berwarna hijau gelap, tangkai daun 1-1,5 cm. Perbungaan di batang, terutama pada bagian percabangan tua. Bunga betina hanya terdapat pada bagian bawah batang. Buah bulat berdiameter 5- 6 cm, berkelompok 1-13 buah, berwarna cokelat dengan tangkai 7-8 cm. Biji elips panjang hingga 3 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/burahol.jpg"
"59","Cabai Jawa","Sakit Gigi, Radang Mulut, Rematik, Luka, dan Obat Kuat.","Sebaiknya berhati-hati bagi penderita lambung dan limpa. Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi cabe jawa, namun sebaiknya hati-hati bagi wanita yang sedang hamil dan menyusui.","Tumbuhan memanjat, menjalar atau melilit, panjang bisa mencapai 1o m. Akar melekat pada pohon lain. Daun tunggal, bentuk elips, ujung runcing, tepi rata, permukaan atas mengilap. Bunga berkelamin tunggal, bentuk bulir memanjang, bulir jantan lebih pendek daripada yang betina. Buah majemuk, berupa bulir, bulat memanjang 2-7 cm, mengecil di bagian atas, ketika muda berwarna hijau kemudian menjadi merah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/cabai-jawa.jpg"
